text,place
240083indb 239 692021 114358 πµ 692021 114358 πµ βιβλιογραφια 1 κανονισμοί 811 812 2 κτιριοδομικός κανονισμός 3 γενικός οικοδομικός κανονισμός γοκ 4 υα υβετ 5 notebook siemens 6 ανελκυστήρες μαχιά αντωνόπουλου 7 ανελκυστήρες φ δημόπουλου 8 ανελκυστήρες σελλούντου βάσει ν 39662011 διδακτικά βιβλία δημοτικού γυμνασίου λυκείου επαλ επας τυπώνονται ιτυε διοφαντος διανέμονται δωρεάν δημόσια σχολεία βιβλία μπορεί διατίθενται πώληση όταν φέρουν δεξιά κάτω γωνία εμπροσθόφυλλου ένδειξη «δiατιθεται τιμη πωλησης» κάθε αντίτυπο διατίθεται πώληση φέρει παραπάνω ένδειξη θεωρείται κλεψίτυπο παραβάτης διώκεται σύμφωνα διατάξεις άρθρου 7 νόμου 1129 1521 μαρτίου 1946 φεκ 1946108 α απαγορεύεται αναπαραγωγή οποιουδήποτε τμήματος αυτού βιβλίου καλύπτεται δικαιώματα copyright ή χρήση οποιαδήποτε μορφή χωρίς γραπτή άδεια υπουργείου παιδείας θρησκευ μάτων iτυε διοφαντος,OUT
24057801indd 93 1552019 35032 µµ παράρτημα σχετική βιβλιογραφία ευαγγελία γουλή ε γόγουλου α γρηγοριάδου μ εννοιολογικός χάρτης εκπαιδευτική διαδικασία μαθήματος πληροφορικής πιλοτική διερεύνηση διαθέσιμο hermesdiuoagrgouligouligggthematapdf 23052016 οικονόμου β τεχνολογία εκπαίδευση νοητικοί εννοιολογικοί χάρτες διαθέσιμο httpseconomuwordpresscomεκπαιδευτικόυλικόνοητικοίκαιεννοιολογικοίχάρ 25052016 novak j cañas a 2008 the theory underlying concept maps and how to construct and use them διαθέσιμο httpswwwgooglegrurlsatrctjqesrcssource webcd7cadrjauact8ved0ahukewj3vvn3ftmahwrl8akhc1xcyqqfggxma yurlhttps3a2f2fwwwuibkacat2ftuxtrans2fdocs2ftheoryunderlyingco nceptmaps1pdfusgafqjcnhzxhm7xfpdlybyknqirewi8jasig23tbijkckn0c qnb4jugnugbvmbv122676328dzgg 25052016 σημείωση εικόνα εξωφύλλου εικονίδια χρησιμοποιούνται παρόν τετράδιο μαθητή προέρχονται icon fonts δανειοδοτούνται cc by 30 94,OUT
240632indb 299 299 842021 14954 µµ 842021 14954 µµ βιβλιογραφια ελληνικη βιβλιογραφια βαρβαρέσος στ 1997 τουρισμός οικονομικές προσεγγίσεις αθήνα προπομπός βαρβαρέσος στ 1998 τουρισμός έννοιες μεγέθη δομές ελληνική πραγματικότητα αθήνα πομπός ζαχαράτος γ 2000 package tour παραγωγή διάθεση τουριστικού πακέτου εκδόσεις πομπός κοκκώσης x τσάρτας π 2001 βιώσιμη τουριστική ανάπτυξη περιβάλλον εκδόσεις κριτική μοίρα μυλωνοπούλου π 2001 τουριστική γεωγραφία αφρική αμερική ωκεανία εκδόσεις μούλη μοίρα μυλωνοπούλου π 1999 τουριστική γεωγραφία ευρώπη εκδόσεις σταμούλη μπακιρτζής x 1989 θράκη αθήνα κοινωφελές ίδρυμα etba eot εομμεχ πετρόπουλος α 1977 τουριστική γεωγραφία ελλάδας αθήνα τυροβόλας ρούπας β 1997 τουριστική γεωγραφία ελλάδας εκδόσεις παπαζήση σετε 2000 ελληνικός τουρισμός 2010 στρατηγική στόχοι τουρισμός οικονομία εκδόσεις ομίλου καλοφωλιά τσάρτας π 1989 κοινωνικές οικονομικές επιπτώσεις τουριστικής ανάπτυξης νομό κυ κλάδων ιδιαίτερα νησιά ίος σέριφος περίοδο 19501980 αθήνα εκκε τσάρτας π θεοδωρόπουλος καλοκάρδουκραντονέλλη ρ μανώλογλου ε μαρούδας παπ πάς π φακιολάς ν 1995 κοινωνικές επιπτώσεις τουρισμού νομούς κέρκυρας λασιθίου αθήνα εκκε ξενη βιβλιογραφια boniface bg cooper cp 1987 the geography of travel and tourism london heinemann burton r 1994 travel geography 2nd edition essex longman collins new world atlas 2001 harper collins publishers ltd davidson r 1998 travel and tourism in europe longman greece athens and mainland london dorling kindersley 1997 dictionnaire hachette encyclopedie 1998 hudman l jackson r 2000 παγκόσμια τουριστική ταξιδιωτική γεωγραφία εκδόσεις έλλην lozato giotart jp1996 τουριστική γεωγραφία εκδόσεις interbooks lundberg de lundberg cb 1993 international travel and tourism john wiley sons inc lundberg de carolyn bl 1993 international travel and tourism 2nd edition newyork john wiley sons inc the greek islands london dorling kindersley 1997 vanishing greece 1991 introduction by patrich leigh fermor text by elizabeth boleman herring convan octopus williams a 1997 tourism and uneven development in the mediterranean in the mediterranean environment and society russel king lindsay proudfoot and bernand smith eds london arnold χρήσιμες διευθύνσεις internet wwwtravelplangr wwwgeoramagr wwwgeoramagrgrejunior03html wwwnationalgeographiccom wwwnationalgeographiccomkids wwwgeographiacom wwwlonelyplanetcom wwwroughguidescom wwwexpediacom wwwgeoplacecomgw wwwgeomagazinefr 300,OUT
240060indd 181 03apr19 115619 am 182 15 “the laws and applications of thermodynamics” εκδόσεις pergamon press ad buckingham oxfordlondon 1964 16 ashrae handbook of fundamentals 1972 17 ashrae handbook and product directory system 1973 18 ashrae guide and data book applications1968 19 equipment 1969 20 r plank handbuch der kaeltetechnik springer verlag berlin 12 τόμοι 21 the journal of refrigeration london διάφορα 22 ashrae journal new york 23 refrigeration and air conditioning in si units by c p arora 24 βιομηχανία ψύχους i βαγιανός 1956 25 σημειώσεις ψύξης εμπ μέρος σ χατζηδάκης 26 modern refrigeration and air conditioning by a d althouse 27 principles on refrigeration by r w marsh 28 ψυκτικές μηχανές σ χατζηλάου 29 εργαστηριακές ασκήσεις ψύξης α ασημακόπουλου 30 τεχνολογία ψύξης α ασημακόπουλου 31 φυρογένης technical data 32 trane air conditioning and technical data 33 daikin air conditioning and technical data 34 york air conditioning and technical data 35 carrier air conditioning technical data and system design manual 36 daikin carrier york co west in house dunham bush euro pain air therm eg bulletin,OUT
24057801indd 93 1552019 35032 µµ παράρτημα σχετική βιβλιογραφία ευαγγελία γουλή ε γόγουλου α γρηγοριάδου μ εννοιολογικός χάρτης εκπαιδευτική διαδικασία μαθήματος πληροφορικής πιλοτική διερεύνηση διαθέσιμο hermesdiuoagrgouligouligggthematapdf 23052016 οικονόμου β τεχνολογία εκπαίδευση νοητικοί εννοιολογικοί χάρτες διαθέσιμο httpseconomuwordpresscomεκπαιδευτικόυλικόνοητικοίκαιεννοιολογικοίχάρ 25052016 novak j cañas a 2008 the theory underlying concept maps and how to construct and use them διαθέσιμο httpswwwgooglegrurlsatrctjqesrcssource webcd7cadrjauact8ved0ahukewj3vvn3ftmahwrl8akhc1xcyqqfggxma yurlhttps3a2f2fwwwuibkacat2ftuxtrans2fdocs2ftheoryunderlyingco nceptmaps1pdfusgafqjcnhzxhm7xfpdlybyknqirewi8jasig23tbijkckn0c qnb4jugnugbvmbv122676328dzgg 25052016 σημείωση εικόνα εξωφύλλου εικονίδια χρησιμοποιούνται παρόν τετράδιο μαθητή προέρχονται icon fonts δανειοδοτούνται cc by 30 94,OUT
240630 bookindb 434 842021 100522 πµ 842021 100522 πµ βιβλιογραφια α βιβλια 1 αθανασόπουλος κωννος «εισαγωγή δημοσιότητα» οεδβ αθήνα 1985 2 αντωνακόπουλος «δουλεύοντας word 97 windows» eκδόσεις νέων τεχνολογιών αθήνα 1998 3 αυξέντιος ανδρέα λίγγη αντ «ο κόσμος συναλλαγών» παιδείας κύπρου 1979 4 αυξέντιος αντρέας λίγης αντώνιος «γενικές εμπορικές γνώσεις» υπηρεσία ανάπτυξης προγραμμάτων λευκωσία 1995 5 βουτσινάς γεώργιος «οργάνωση λειτουργία γραφείου» οεδβ έκδοση ιγ αθήνα 1998 6 βρεττός θεμ αγγαλιανος αντ « εμπορκη αλληλογραφία» ίδρυμα ευγενίδου αθήνα 1984 7 γενικό επιτελείο εθνικής άμυνας «κανονισμός στρατιωτικής αλληλογραφίας» 8 γιαννακόπουλος διον – μπακατσιας «εισαγωγή επικοινωνίες δίκτυα ηυ» εκδόσεις ίων αθήνα 1998 9 γούναρης αθ «ελληνική γραμματεία σύνταξη έγγραφων» εκδόσεις σελετε αθήνα 1978 10 γούναρης τάσος «πρακτικός οδηγός σύνταξη δημόσιων έγγραφων» 11 δραγώνα σταφυλάκη ιωαν «εισαγωγική διοικητική οργανωτική επιχειρήσεων» οεδβ αθήνα 1994 12 δραγώνα ιωάννα «αρχές λειτουργίας γραφείου» οεδβ έκδοση αθήνα 1992,OUT
10018001indd 1,OUT
220228indd 184 2992014 33946 µµ βασική βιβλιογραφία βασικη βιβλιογραφια άλλες πηγές πληροφόρησης α βιβλιογραφία ανδρούσου α ασκούνη ν πολιτισμική ετερότητα ανθρώπινα δικαιώματα μεταίχμιο αθήνα 2011 αντωνοπούλουτρεχλή ζ πολιτική φιλοσοφία αρχαιοελληνικής τέχνης εκδ λιβάνη αθήνα 2001 αριστοτέλους ηθικά νικομάχεια εκδ ζαχαρόπουλος αριστοτέλους πολιτικά εκδ ζαχαρόπουλος βασιλείου θ α σταματάκης ν λεξικό επιστημών ανθρώπου εκδ gutenberg αθήνα 1992 βενιζέλος ε διαχρονία συνέργεια εκδ καστανιώτη αθήνα 1999 βλάχος γ δημοκρατική κοινωνία πολίτης κατώφλι εικοστού πρώτου αιώνα εκδ παπαζήση αθήνα 1999 γεωργακόπουλος θ κά εισαγωγή πολιτική οικονομία αθήνα 1982 γιανναράς χρ πολιτισμός κεντρικό πρόβλημα πολιτικής εκδ ίνδικτος αθήνα 1997 δημαράς κθ ιστορία νεοελληνικής λογοτεχνίας εκδ ίκαρος αθήνα 1975 καράγεωργας δ παραδόσεις δημόσιας οικονομικής τ αβγ εκδ παπαζήση αθήνα καραποστόλης β συμβίωση επικοινωνία ελλάδα εκδ γνώση αθήνα 1987 καργάκος σ δημοκρατία ευθύνης εκδ καστανιώτη αθήνα 2001 καστοριάδης αρχαία ελληνική δημοκρατία σημασία σήμερα εκδ ύψιλον αθήνα 1999 καστοριάδης ελληνική ιδιαιτερότητα τ αβγ εκδ κριτική αθήνα 2011 κοντογιώργης γ πολίτης πολιτική εκδ παπαζήση αθήνα 2003 λιανός θ κοινωνική δικαιοσύνη εκδ καστανιώτη αθήνα 2000 λιανός θχρήστου γ πολιτική οικονομία εκδ οεδβ αθήνα 1995 μπεκ ούρλιχ είναι παγκοσμιοποίηση εκδ καστανιώτη αθήνα 2000 μπίκος γ βιβλίο διδακτικό μέσο κυρίαρχοι τρόποι ανάγνωσης εκδ γρηγόρη αθήνα 2012 παπανούτσος ε παιδεία μεγάλο πρόβλημα εκδ δωδώνη αθήνα 1976 πατσός χ ανάδυση κοινωνικού θρησκευτικού υποκειμένου εκδόσεις proforma αθήνα 2007 πλάτωνος νόμοι εκδ ζαχαρόπουλος πλάτωνος πολιτεία εκδ ζαχαρόπουλος τσαούσης δ κοινωνία ανθρώπου εκδ gutenberg aθήνα 1989 ψυρούκης ν ιστορικός χώρος ελλάδα εκδ επικαιρότητα αθήνα 1983 braudel f υλικός πολιτισμός οικονομία καπιταλισμός εκδ μορφωτικό ινστιτούτο αγροτικής τράπεζας αθήνα 1995 dahl r σύγχρονη πολιτική ανάλυση εκδ παπαζήση αθήνα 1979 duverger m εισαγωγή πολιτική εκδ παπαζήση αθήνα 1985 gellner e έθνη εθνικισμός εκδ αλεξάνδρεια αθήνα 1992 giddens α κοινωνιολογία εκδ gutenberg αθήνα 2002 heilbroner r – thurow l τηv καταvόηση μικρooικovoμικής μακρooικovoμικής εκδ παπα ζήση αθήvα kennedy p προετοιμασία 21ον αιώνα εκδ λιβάνη αθήνα 1994 sabine g ιστορία πολιτικών θεωριών εκδ ατλαντίς αθήνα schwartzenberg r πολιτική κοινωνιολογία τόμος εκδ παρατηρητής θεσσαλονίκη 1984 β ηλεκτρονικές διευθύνσεις πολλές ηλεκτρονικές διευθύνσεις υπάρχουν παραθέματα βιβλίου,OUT
240127indb 284 10122021 101926 πµ 10122021 101926 πµ βιβλιογραφία ε neuffert οικοδομική αρχιτεκτονική σύνθεση αθήνα 1996 α πατρονικόλα αισθητικά σχεδιαστικά στοιχεία αθήνα 1970 γ πλάκας σ δούκας καμάρας ν τσινίκας εγκυκλοπαίδεια σχεδίου βιβλίο 32 αθήνα 1990 αρχιτεκτονικό σχέδιο ίδρυμα ευγενίδου 1997 σχεδιάσεις τεχνικών έργων ίδρυμα ευγενίδου 1990 αρχιτεκτονική τεχνολογία university studio press θεσνίκη 1993 x αθανασόπουλος κατασκευή κτιρίων σύνθεση τεχνολογία αθήνα 1991 δ βέρρας ρ ερωτα i παυλίδης σημειώσεις οικοδομικής πάτρα 1991 οδηγός αρχιτεκτονικού σχεδίου αθήνα 1987 γραμμικό σχέδιο θεσνίκη 1997 αρχιτεκτονικά θέματα έκδοση 1994 σπουδαστήριο οικοδομικής εμπ θέματα οικοδομικής σημειώσεις αθήνα 1986 κωνσταντινίδης ποιότητα αντισεισμικών κατασκευών ξύ αντοχής κόστους,OUT
240226indb 218 06032019 0812 γλωσσαρι βιβλιογραφια β β λ γ ραφ α ελληνικη βιβλιογραφια 1 αδαμόπουλος ν παν παθολογία ιατρική πράξη αθήνα 1998 2 αραπάκης γ i κλινική σημειολογία διαγνωστική αθήνα 1992 3 γερμενής τάσος μαθήματα πρώτων βοηθειών επαγγέλματα υγείας βήτα αθή 1994 εκπαιδευτική ελληνική εγκυκλοπαίδεια «γενική βιολογία» τόμος 12 εκδοτική αθηνών 1989 4 5 θεραπευτική αναπνευστικού πνευμων τόμος 12 τεύχος 2β αθήνα 1999 6 κατρίτσης ε δ κελέκης δ ανατομία φυσιολογία ίδρυμα ευγενίδου 1985 7 κουντούρης μάκος πολυζωγόπουλος δ μαγκριώτη σ εφαρμογή μηχανι κής αναπνοής ασθενείς εμφάνισαν οξεία αναπνευστική ανεπάρκεια διακο πή νευρομυϊκής οδού περιοδικό σωτηρια τόμος 3 τεύχος 2 αθήνα 1981 8 κρικέλης i φυσική εξέταση διάγνωση αθήνα 1969 9 μαθιουδάκης γ μπάρλας πνευμονικός αερισμός ελληνική πνευμονολογική εταιρεία αθήνα 1991 10 μάκος σύγκριση αποτελεσμάτων ταυτόχρονης καθυστερημένης χορηγήσεως στεροειδών αντιφλεγμονωδών ουσιών πειραματική αρθρίτιδα διατριβή διδακτορία αθήνα 1984 11 μουλόπουλος δ σπυρίδων θεραπευτική εσωτερικών νόσων αθήνα 1998 12 μπάρλας δημ κωνσταντίνος οξεία αναπνευστική ανεπάρκεια «επείγουσα προνοσοκομειακή νοσοκομειακή ιατρική» γπν νίκαιας αθήνα 1998 13 μπάρλας κασσιώτη ε υγιεινή εκδόσεις τεχνογραμμα αθήνα 1996 14 πολυζωγόπουλος δ πολυχρονόπουλος β κλινική πνευμονολογία αθήνα 1991 15 προβληματισμοί άσθμα χρόνια βρογχίτιδα ιατρική εταιρεία αθηνών αθήνα 1999 16 σέχας μ άλλοι χειρουργική τόμος i εκδόσεις πασχαλίδης αθήνα 1994 17 τούντας πρώτες βοήθειες επείγουσα θεραπευτική αθήνα 1988 18 τσόχας αθ κωνσταντίνος πρώτες βοήθειες αθήνα 1983 19 φερτάκης αριστομένης επίτομη εσωτερική παθολογία αθήνα 1996 20 φερτάκης αρ παθολογική φυσιολογία αθήνα 1995,OUT
8beikonografialykeioufinalindd 314 151020 936 am 151020 936 am βιβλιογραφια,OUT
21019701hrindd 50 1752019 21532 µµ 51 βιβλιογραφία συνεργατικά σχολεία παιδαγωγική freinet διαδικασίες εφαρμογής carra c 2007 βιαιότητες κανονιστικές διαδικασίες «σύγχρονα θέματα» τεύχος 99 le gall j 1999 coopérer pour développer la citoyenneté la classe coopérative μτφρ φωτεινός συνεργα σία ανάπτυξη ιδιότητας πολίτη συνεταιριστική τάξη paris hatier γκόβας ν 2002 νεανικό δημιουργικό θέατρο αθήνα μεταίχμιο καραγιάννη – ιωάννου 2010 διημερίδα παρουσίαση προγράμματος σχολεία συνεργατικής μάθησης πρόληψης θέατρο βράχων συνεργασία δήμο βύρωνα λάχλου σ 2015 αρχές τεχνικές φρενέ διαθέσιμο httpsskasiarxeiowordpresscom αρχεσκαιτε χνικεσφρενε ματσαγγούρας 2006 σχολική τάξη αθήνα γρηγόρης παιδαγωγικό ινστιτούτο 2011 μείζον πρόγραμμα επιμόρφωσης εκπαιδευτικών βασικό επιμορφωτικό υλικό τόμος α β αθήνα παιδαγωγικό ινστιτούτο παπαδόπουλος μ 2011 θεραπεύοντας σχολείο αθήνα νήσος τιμητική έκδοση μαθητριών μ κοντουρά 1976 μίλτος κουντουράς διδασκαλείο θηλέων θεσσαλονίκης 19271930 αθήνα φρενέ σ 1969 σχολείο λαού αθήνα οδυσσέας μτφ δεναξά – βενιεράτου 1977 ευχαριστίες σοφία λάχλου στήριξη συνεργασία επιμέλεια εντύπου λίζα παντελιάδου καλλιτεχνική επιμέλεια σελιδοποίηση συνάδελφο πόπη μαθιουδάκη φιλολογική επιμέλεια,OUT
240522indb 212 1342021 93230 πµ 1342021 93230 πµ βιβλιογραφια αναστασιάδου αργυριάδη αλκ ελληνικόν εμπορικόν δίκαιον αθήνα 1949 γεωργακόπουλου λ ευρεσιτεχνία 3η έκδοση αθήνα 1982 γεωργακόπουλου λ δελούκα ν δελούκα ν εγχειρίδιο εμπορικού δικαίου τ τεύχος 1 αξιόγραφα αθήνα 1985 δίκαιο εταιρειών iιιι αθήνα 1965 1972 1974 αξιόγραφα 3η έκδοση αθήνα 1980 κιάντου παμπούκη α εμπορική επιχείρησις προστασία αυ τής αθήνα 1980 λεβαντή ε λεβαντή ε λεβαντή ε λιακόπουλου θ λουκόπουλου α μέντη γ παμπούκη παπασπύρου β ρόκα δίκαιο αξιογράφων 3η έκδοση θεσνίκη 1989 δίκαιο εμπορικών εταιρειών τ α εμπο ρική προσωπική εταιρεία αθήνα 1985 δίκαιο εμπορικών εταιρειών τ β γ δ ανώνυμες εταιρείες αθήνα 1988 1989 1989 δίκαιο εμπορικών εταιρειών τ ε «περί εταιρειών περιορισμένης ευθύνης» αθήνα 1990 ζητήματα εμπορικού δικαίου βιομηχανική πνευματική ιδιοκτησία αθήνα 1996 αξιογράφων 2η έκδοση αθήνα 1981 στοιχεία εμπορικού δικαίου 8η έκδοση αθή 1998 δίκαιο βιομηχανικής ιδιοκτησίας σήμα θεσνίκη 1971 εμπορικό δίκαιο αθήνα 1994 εισηγήσεις εμπορικού δικαίου αθήνα 1972 213,OUT
240149indd 125 11102022 105957 πµ 11102022 105957 πµ 125 βιβλιογραφια πηγες 1 “αρχιτέκτονες” επίσημο όργανο συλλόγου αρχιτεκτόνων σαδας τεύχος 17 2 arnheim r τέχνη οπτική αντίληψη ψυχολογία δημιουργικής όρασης εκδόσεις ανωτάτη σχολή καλών τεχνών αθήνα 1982 3 beardsley c μ ιστορία αισθητικών θεωριών μετάφραση δ κούρτοβικ π χριστοδουλίδης εκδόσεις νεφέλη αθήνα 1989 20 klee p μοντέρνα τέχνη εκδόσεις κάλ βος αθήνα 1995 21 la ville art et architecture en europe 1870 1993 centre george pompidou paris 1994 22 le corbusier le modulor εκδόσεις παπαζήση αθήνα 1971 23 le corbusier κείμενα ελλάδα εκδόσεις άγρα αθήνα 1987 24 le prado seala books 1997 κατάλογος μουσεί 4 benjamin w δοκίμια τέχνη εκδόσεις κάλβος αθήνα 1978 5 borissavlievitch μ traite d’ esthethique scientifique de l architecture paris 1954 6 byars m barre despond a 100 designs100 years innovative designs of the 20th century rotovision 1999 25 lurcat a formes composition et lois d’ harmone editions vincent freal de cre paris 1955 26 mayers r στοιχεία ζωγραφικής τέχνης τεύχη 14 15 16 17 18 1956 27 neufert ε architects’ data granada publishing 7 chapman l διδακτική τέχνης εκδόσεις 1970 νεφέλη αθήνα 1993 8 ching f a visual dictionary of architecture a vnr book john willy sons inc new york 1997 9 ching f architecture form space and order j wiley and sons ny 1996 10 cole α προοπτική ελληνική έκδοση δεληθανά σης ερευνητές έκδοση dorling kindersley 1993 11 design εσωτερικών χώρων εκδόσεις αλκυών αθήνα 1991 28 paris rome athenes ministere de la culture ecole nationale superieure des beaux arts minister de l’ education nationale ecole francaise d’ athenes 2e edition 1983 29 pevsner n the sources of modern architecture and design thames and hudson london 1968 30 picasso p σπουδή γκουέρνικα ίδρυμα νπ γουλανδρή μουσείο κυκλαδικής τέχνης αθήνα 1999 31 sargent w χρώμα φύση τέ 12 design καταστημάτων i ii εκδόσεις αλκυών χνη εκδόσεις κάλβος αθήνα 1987 αθήνα 1991 13 dormer p design since 1945 thames and by verlag gerd hatje stuttgart 1964 32 schaarwacher g perspective fur architecken hudson london 1993 33 the british museum guide by jj norwich 14 focillon ζωή μορφών εκδόσεις νεφέ london λη αθήνα 1982 15 frampton μοντέρνα αρχιτεκτονική εκδόσεις θεμέλιο 1987 16 gombeich ε χρονικό τέχνης μορ φωτικό ίδρυμα εθνικής τράπεζας μετάφραση λ κάσδαγλη αθήνα 1998 34 the world of buildings τ 8 1995 35 walker j art since pop thames and hudson london 1975 36 whitford f bauhaus thames and hudson london 1995 17 grillo p j form function and design dover publications inc new york 1960 37 wolfflim heinrich βασικές έννοιες ιστορίας τέχνης εκδόσεις παρατηρητής αθήνα 1992 18 guide du musee thesseu bornemisza preparation et publication ludwerg editores sa madrid 1996 19 kandinsky v τέχνη καλλιτέχνες μετάφραση γ κεντρωτής εκδόσεις “νεφέλη” αθήνα 1986 38 ανδρόνικος μ πλάτων τέχνη εκδόσεις νεφέλη αθήνα 1951 39 αργκάν τζ μοντέρνα τέχνη πανεπιστημι ακές εκδόσεις κρήτης ηράκλειο 1998,OUT
240046indb 418 512022 92232 πµ 512022 92232 πµ 1 βιβλιογραφια 1 2 3 4 αντωνιάδης α εισαγωγή μηχανουργικές κατεργασίεςεργαλειο μηχανές ψηφιακή καθοδήγηση έκδοση τει σερρών σέρρες 1994 αντωνιάδης α θέματα ψηφιακής καθοδήγησης έκδοση τει σερ ρών διαμαντούδη θ μηχανουργική τεχνολογίαεργαλειομηχαναί έκδο ση θεσσαλονίκη 1980 λαζαρίδης λ μηχανουργική τεχνολογίαεργαστήριο ii ίδρυμα νίδου αθήνα 1990 419,OUT
240555indd 91 21102015 114234 πµ εικόνες φωτογραφίες γραφικά δελησταύρου κωνσταντίνος 2015 φωτογραφίες παραλίας θάλασσας άμμου γραφικό pizza jpg png ανακτήθηκε 12 σεπτεμβρίου 2015 httpusersschgrdelistavrou dimiourgiesimages τάταρης γιώργος δημιουργός 2014 φωτόδεντρο ελλάδα 9 δισδιάστατοι χάρτες θρωπογεωγραφίας png ανακτήθηκε 12 σεπτεμβρίου 2015 httpphotodentroedu grlorr85215086 unesco σημαίες χωρών διάφορες ιστοσελίδες χχ gif ανακτήθηκαν 12 πτεμβρίου 2015 httpenunescoorgcountries κείμενα απόσπασμα ενότητα ‘17 επίλυση τριγώνου’ 1998 ανδρεαδάκης σ κα τσαργύρης β παπασταυρίδης σ πολύζος γ σβέρκος α αλγεβρα β΄ γενικου λυκειου υπουργείο εθνικής παιδείας θρησκευμάτων παιδαγωγικό ινστιτούτο αθήνα οργανισμός εκδόσεων διδακτικών βιβλίων βιβλίο αυτό είναι διαθέσιμο ηλεκτρονική μορφή ιστότοπο ψηφιακό σχολείο διαδραστικά σχολικά βιβλία ανακτήθηκε 12 σεπτεμβρίου 2015 httpebooksedugr modulesebookshowphpdsepalb10730220967495 γιώργος σαραντάρης ποιήματα τόμ 5 gutenberg χχ ‘ξυπνάμε θάλασσα ξυπνά μαζί μας’ ποίημα ενότητα 1 ευριπίδης γαραντούδης σοφία χατζηδημητρίου θεοδώρα μέντη κείμενα νεοελληνικής λογοτεχνίας β γυμνασίου ηλεκτρονικό βιβλίο υπουργείο εθνικής παιδείας θρησκευμάτων παιδαγωγικό ινστιτούτο αθήνα οργα νισμός εκδόσεων διδακτικών βιβλίων 92,OUT
240151 bookindb 236 27102021 121736 µµ 27102021 121736 µµ εφαρμογες ηλεκτρονικων υπολογιστων βιβλιογραφία ηλεκτρονική επεξεργασία εικόνας β β λ γ ρ α φ α 1 caporino j ρ adobe photoshop master class adobe press 2003 2 dayton l davis j the photoshop 6 wow book peachpit press 2002 3 evening m adobe photoshop 70 for photographers focal press 2002 4 haynes b crumpler w photoshop 6 artistry new riders 2002 5 kieran m photoshop color correction peachpit press 2003 ψηφιακή σχεδίαση 1 bain s wilkinson n coreldraw 11 the official guide osborne 2002 2 davis p coreldraw 9 visual quick start guides peachpit press 1999 3 harrel w steward w coreldraw 8 secrets idg books 1998 4 steuer s the illustrator 9 wow book peachpit press 2000 5 weinmann e lourekas p illustrator 9 visual quick start guides peachpit press 2000 6 γκουβή δημητριάδου λ καμπά i τσαμασλίδου β γραφιστικές εφαρμο γές ii πι 2000 ηλεκτρονική τυπογραφία 1 assadi β gruman g quarkxpress 3233 bible idg press 1994 2 baker k baker s the proffesional’s guide to quarkxpress 33 wiley 1995 3 belts e adobe in design fx design the coriolis group 2000 4 blatner d real world quarkxpress 5 peachpit press 2002 5 felici j the complete manual of typography adobe press 2003 6 french n page maker 65 bible idg books 1997 7 witkowski m boyle t the adobe in design guide hayden books 2000 237,OUT
ergastiriakosodigosindd 62 432015 113836 πµ τοποθέτησε κάθε δοχείο ίσες μάζες νερού μόνωσε κάθε δοχείο διαφορετικό υλικό χρονικές στιγμές αναγράφονται πίνακα μετρήσεων μέτρησε θερμοκρασία νερού κάθε δοχείο υπολόγισε μεταβολή αρχική θερμοκρασία συμπεραίνωγενικεύω γράψε συμπεράσματα τρία υλικά είναι καλύτερο μονωτικό είναι λιγότερο κατάλληλο μόνωση συμπεράσματα εφαρμόζω εξηγώ κτίρια χρησιμοποιούμε διπλά τσάμια παράθυρα εξήγησε λειτουργία βιβλιογραφια 1 «η φυσική πειράματα» α’ γυμνασίου βιβλίο μαθητή βιβλίο εκπαιδευτικού γ θ καλκάνης γκικοπούλου ε καπότης δ γουσόπουλος μ πατρινόπουλος π τσάκωνας π δημητριάδης λ παπατσίμπα μιτζήθρας α καπόγιαννης δ σωτηρόπουλος σ πολίτης α δρόλαπας παιδείας ινστ εκπ πολιτικής – διόφαντος αθήνα 2013 2 «φυσικά ερευνώ ανακαλύπτω» ε’ δημοτικού βιβλίο μαθητή τετράδιο εργασιών βιβλίο εκπαιδευτικού ε αποστολάκης ε παναγοπούλου σ σάββας ν τσαγλιώτης β μακρή γ πανταζής πετρέα σ σωτηρίου β τόλιας α τσαγκογέωργα γ θ καλκάνης παιδείας παιδαγωγικό ινστιτούτο οεδβ αθήνα 2006 3 «φυσικά ερευνώ ανακαλύπτω» στ’ δημοτικού βιβλίο μαθητή τετράδιο εργασιών βιβλίο εκπαιδευτικού ε αποστολάκης ε παναγοπούλου σ σάββας ν τσαγλιώτης β μακρή γ πανταζής πετρέα σ σωτηρίου β τόλιας α τσαγκογέωργα γ θ καλκάνης παιδείας παιδαγωγικό ινστιτούτο οεδβ αθήνα 2006 4 «φυσική» β’ γυμνασίου ν αντωνίου π δημητριάδης καμπούρης παπαμιχάλης λ παπατσίμπα παιδείας – παιδαγωγικό ινστιτούτο οεδβ έκδοση γ αθήνα 2008 5 «φυσική» γ’ γυμνασίου ν αντωνίου π δημητριάδης καμπούρης παπαμιχάλης λ παπατσίμπα παιδείας – παιδαγωγικό ινστιτούτο οεδβ έκδοση α αθήνα 2008 6 physics m alonso e j finn pearson prentice hall 1992 7 university physics h d young 8th ed addison wesley pupl comp,OUT
